Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
16898,19,Female,BCA,CSE,9.5,3,5,8,2,100,5,3,0,Not Placed
43016,22,Male,B.Tech,IT,6.91,1,4,8,5,76,4,2,0,Placed
7150,24,Female,MCA,ECE,6.39,0,3,5,8,52,5,1,2,Not Placed
42466,22,Female,MCA,CSE,8.62,1,5,7,6,69,6,2,0,Placed
44438,18,Male,MCA,Civil,6.95,0,3,3,6,80,7,1,0,Not Placed
15313,23,Female,B.Sc,ECE,8.5,1,5,9,6,83,6,3,0,Placed
19914,24,Female,MCA,IT,7.67,1,5,8,6,76,5,2,1,Placed
28153,23,Male,BCA,ME,8.28,3,5,7,4,81,3,2,1,Not Placed
5517,19,Male,BCA,ECE,7.35,0,4,6,5,70,4,2,0,Placed
6250,22,Male,MCA,ECE,6.56,1,3,5,5,66,6,2,2,Not Placed
329,23,Female,B.Sc,IT,8.67,1,5,8,5,100,4,3,0,Placed
32443,22,Male,B.Tech,ECE,7.84,2,4,5,7,89,5,2,0,Placed
28910,18,Male,BCA,IT,5.62,1,2,3,8,43,6,1,1,Not Placed
12315,21,Female,B.Sc,ME,6.4,0,2,2,5,65,4,1,2,Not Placed
9622,19,Female,MCA,Civil,7.46,0,3,2,7,76,5,1,0,Not Placed
5836,19,Female,MCA,ECE,8.1,0,4,6,7,81,6,2,0,Placed
3687,21,Male,MCA,ME,7.83,1,4,6,7,83,8,2,0,Placed
26276,23,Female,B.Sc,CSE,6.67,0,3,5,6,59,5,1,1,Placed
6452,20,Female,BCA,IT,6.18,1,3,5,7,52,6,1,2,Not Placed
19582,22,Male,MCA,IT,5.76,0,3,6,6,60,5,2,1,Not Placed
40948,18,Male,BCA,CSE,5.73,0,2,3,6,49,7,1,2,Not Placed
7186,24,Male,B.Tech,ME,6.46,0,2,2,4,71,5,1,1,Not Placed
35280,22,Male,BCA,IT,7.44,1,5,8,7,75,5,2,0,Placed
30730,19,Male,B.Tech,IT,5.43,0,4,7,5,55,5,2,1,Not Placed
10004,23,Female,BCA,ECE,7.82,1,4,5,5,68,7,2,0,Placed
3843,20,Female,MCA,ME,7.08,1,4,6,4,59,5,2,0,Not Placed
17194,22,Female,MCA,Civil,5.25,0,3,4,5,60,6,1,2,Not Placed
15892,23,Male,B.Tech,IT,8.59,0,4,6,5,85,5,2,0,Placed
40885,23,Male,B.Tech,ECE,9.13,3,5,8,6,100,5,3,0,Placed
25900,19,Female,MCA,Civil,7.16,0,3,4,3,71,5,1,1,Not Placed
14417,21,Male,BCA,IT,6.68,0,3,5,5,71,4,2,1,Placed
5389,19,Female,MCA,ME,6.52,0,3,3,4,57,4,1,0,Not Placed
7515,24,Male,BCA,CSE,7.22,1,4,7,6,43,4,2,0,Not Placed
26895,20,Female,B.Sc,Civil,5.79,1,2,3,6,61,6,1,2,Not Placed
45946,19,Male,B.Sc,IT,8.4,1,5,7,7,95,5,2,0,Placed
4307,18,Female,B.Sc,IT,6.39,0,3,4,6,53,6,1,2,Not Placed
17070,24,Female,B.Sc,IT,7.82,2,5,9,5,62,4,3,2,Not Placed
42923,19,Male,MCA,IT,8.87,1,5,9,5,86,6,3,0,Placed
18628,19,Male,B.Sc,ME,8.81,1,4,6,7,89,4,2,0,Placed
45548,22,Female,B.Tech,IT,7.25,2,5,8,7,61,6,2,0,Placed
10123,18,Female,MCA,IT,7.13,3,5,8,7,54,6,2,0,Not Placed
45474,20,Female,BCA,Civil,8.44,1,4,5,7,89,4,2,0,Placed
49170,18,Female,B.Sc,ME,7.23,0,4,6,5,90,7,2,0,Placed
30588,19,Male,BCA,ECE,7.28,3,4,7,5,66,4,2,0,Placed
17091,21,Female,BCA,Civil,7.13,0,3,3,4,74,5,1,2,Not Placed
46219,22,Male,MCA,CSE,6.51,0,4,7,5,68,4,2,0,Placed
46445,23,Female,MCA,CSE,7.08,2,4,7,4,63,4,2,0,Not Placed
6075,18,Female,BCA,IT,6.77,0,4,8,6,48,5,2,2,Not Placed
19166,23,Male,MCA,ECE,7.61,2,5,8,5,89,7,3,1,Placed
12803,18,Male,MCA,ME,8.37,1,4,6,7,66,6,2,0,Placed
36488,23,Male,B.Tech,Civil,5.28,0,2,2,4,58,6,1,3,Not Placed
1933,21,Female,B.Tech,ECE,8.2,2,4,5,5,90,2,2,0,Placed
21088,22,Female,BCA,CSE,5.91,2,4,7,4,60,6,2,3,Not Placed
37116,19,Male,BCA,ECE,8.41,1,5,8,7,74,6,2,0,Placed
39018,23,Male,B.Tech,ME,6.65,2,4,6,6,71,6,2,0,Placed
14395,21,Female,BCA,ECE,5.83,1,3,5,6,58,6,1,1,Not Placed
4769,22,Male,MCA,ME,6.07,0,3,3,6,60,6,1,3,Not Placed
26005,24,Male,BCA,IT,6.58,1,3,5,9,74,6,2,0,Placed
3433,20,Male,MCA,ECE,6.59,0,3,4,6,52,6,1,0,Not Placed
12893,22,Female,B.Tech,ECE,8.3,1,4,5,5,79,6,2,0,Placed
42136,18,Female,BCA,CSE,8.29,1,5,9,5,52,7,2,0,Not Placed
6225,22,Male,MCA,Civil,7.07,1,5,8,5,70,3,2,0,Placed
30017,23,Female,B.Tech,Civil,8.06,0,3,3,5,85,7,1,0,Not Placed
42057,22,Male,B.Tech,ME,4.5,0,2,3,4,49,6,1,2,Not Placed
37470,18,Male,BCA,CSE,6.76,0,4,8,8,76,5,2,1,Placed
30521,19,Female,B.Tech,IT,7.64,1,4,7,6,66,4,2,0,Placed
7721,24,Female,BCA,CSE,6.96,0,4,8,5,62,6,2,0,Placed
24100,20,Male,B.Sc,ECE,7.21,0,4,6,4,64,5,2,1,Not Placed
42956,19,Male,B.Tech,ECE,7.62,2,4,5,7,74,7,2,0,Placed
32332,19,Female,BCA,CSE,5.22,0,3,6,5,40,6,2,3,Not Placed
48590,22,Female,B.Sc,Civil,6.69,0,3,4,6,76,5,1,1,Not Placed
16369,23,Male,B.Tech,ME,7.3,1,4,5,2,78,3,2,0,Not Placed
39648,24,Female,MCA,IT,5.74,0,2,3,2,56,5,1,2,Not Placed
17031,20,Female,B.Tech,ME,7.63,0,4,5,8,79,4,2,0,Placed
17934,21,Male,B.Sc,IT,7.31,1,4,7,7,88,5,2,0,Placed
44584,22,Female,MCA,Civil,6.49,0,3,4,6,74,4,1,1,Not Placed
43169,21,Female,MCA,ME,6.43,0,3,5,5,55,5,1,2,Not Placed
48669,23,Male,BCA,IT,5.3,0,3,6,4,68,5,2,2,Not Placed
37943,22,Male,BCA,ECE,7.7,3,4,7,6,75,6,2,0,Placed
15697,24,Female,B.Tech,IT,8.17,0,4,6,2,81,3,2,0,Not Placed
9122,23,Female,BCA,CSE,7.32,0,4,6,6,67,6,2,0,Placed
27218,19,Male,BCA,Civil,5.42,0,2,2,6,35,5,0,2,Not Placed
3675,19,Female,B.Sc,ME,7.99,0,4,5,5,82,5,2,1,Placed
19380,20,Male,MCA,Civil,6.95,1,4,7,3,70,6,2,2,Not Placed
33234,22,Female,MCA,IT,7.31,1,4,7,4,73,7,2,2,Not Placed
15559,21,Female,BCA,ECE,5.94,2,3,6,8,59,6,2,1,Not Placed
46495,24,Male,MCA,IT,6.91,0,3,5,7,64,6,2,0,Placed
13152,23,Male,B.Tech,IT,7.18,1,5,8,8,73,6,2,1,Placed
32162,19,Male,B.Tech,IT,7.53,2,4,5,6,83,6,2,1,Placed
24975,24,Male,BCA,ECE,6.23,0,4,7,5,67,6,2,1,Not Placed
15835,21,Male,B.Tech,ECE,6.8,1,4,7,6,77,7,2,0,Placed
18945,20,Male,MCA,IT,6.2,1,3,4,6,77,6,1,2,Not Placed
30328,21,Male,MCA,Civil,7.05,0,4,5,7,69,5,2,1,Placed
39548,24,Female,B.Tech,ME,8.67,1,4,5,5,86,8,2,0,Placed
45540,24,Female,B.Sc,CSE,7.92,2,5,8,4,73,6,2,0,Not Placed
20012,19,Female,B.Tech,CSE,5.59,2,3,6,6,54,3,2,1,Not Placed
24638,22,Female,B.Sc,IT,6.22,0,4,6,4,53,7,2,2,Not Placed
31944,22,Female,B.Tech,CSE,4.53,1,3,5,6,45,6,1,2,Not Placed
41975,18,Male,B.Tech,ME,6.82,0,4,6,6,57,3,2,1,Placed
30024,23,Male,B.Sc,IT,7.14,1,4,7,7,61,4,2,1,Placed
5234,20,Female,B.Tech,Civil,7.01,0,4,5,5,66,5,2,1,Placed
44737,24,Female,B.Sc,IT,6.06,0,4,7,5,58,7,2,3,Not Placed
42841,24,Female,MCA,Civil,7.08,0,4,6,5,72,3,2,0,Placed
326,19,Male,BCA,ME,7.54,0,4,6,7,62,5,2,0,Placed
3709,18,Male,B.Sc,ECE,5.52,0,2,3,6,55,6,1,3,Not Placed
22835,23,Male,B.Sc,ME,8.17,0,4,4,10,68,5,1,1,Not Placed
13761,24,Female,B.Tech,IT,4.81,1,2,2,5,65,7,1,3,Not Placed
16973,22,Female,B.Sc,ECE,6.05,1,3,4,6,67,4,1,3,Not Placed
38811,23,Female,B.Tech,Civil,6.8,0,3,5,7,70,6,2,0,Placed
5355,20,Female,MCA,ECE,5.44,2,3,5,5,35,4,1,2,Not Placed
39274,19,Male,MCA,ME,5.72,0,3,5,3,47,8,1,2,Not Placed
43080,21,Female,BCA,CSE,4.81,1,3,5,6,62,7,2,3,Not Placed
8423,23,Female,B.Sc,ME,7.95,2,4,5,5,94,5,2,0,Placed
46945,21,Male,B.Sc,IT,6.89,1,3,5,7,71,7,2,1,Placed
20444,24,Male,B.Tech,IT,8.36,3,5,8,5,89,5,3,0,Placed
25125,20,Female,BCA,IT,7.89,1,4,7,5,60,3,2,2,Not Placed
19819,18,Male,BCA,IT,8.55,2,5,7,8,95,6,2,1,Placed
20766,20,Male,B.Tech,IT,7.76,2,4,7,5,67,7,2,1,Placed
42224,20,Female,B.Tech,ECE,6.99,0,4,7,4,73,6,2,0,Not Placed
29237,21,Female,MCA,ECE,6.87,0,3,3,4,70,3,1,1,Not Placed
5133,24,Female,MCA,Civil,6.04,0,2,2,7,54,7,1,3,Not Placed
19164,18,Male,MCA,Civil,6.27,1,2,2,5,62,6,1,1,Not Placed
22518,18,Male,B.Sc,ECE,6.62,0,4,6,5,70,4,2,1,Placed
2595,20,Female,BCA,CSE,8.73,1,5,9,5,85,7,3,0,Placed
44300,23,Female,BCA,CSE,8.92,2,5,8,6,97,7,3,0,Placed
17655,22,Male,B.Sc,ME,5.49,0,3,5,5,56,5,1,3,Not Placed
753,24,Male,BCA,Civil,6.2,0,3,5,6,63,7,2,2,Not Placed
9143,23,Female,B.Sc,ME,6.9,1,3,4,6,67,6,1,0,Not Placed
4399,23,Male,MCA,CSE,6.72,0,4,7,3,69,7,2,0,Not Placed
16419,23,Female,B.Tech,ME,6.13,1,3,3,3,43,4,1,2,Not Placed
11585,19,Female,B.Sc,IT,6.91,1,4,8,6,70,6,2,1,Placed
29879,23,Male,MCA,Civil,7.21,0,3,2,5,54,7,1,0,Not Placed
14926,23,Male,B.Tech,IT,7.9,2,5,8,4,68,6,2,0,Not Placed
25885,22,Female,MCA,CSE,9.63,1,6,9,5,92,5,3,1,Placed
32661,20,Female,MCA,CSE,7.3,0,4,6,4,77,6,2,0,Not Placed
42018,21,Female,B.Tech,ECE,8.13,3,5,8,7,94,4,3,0,Placed
46961,19,Female,MCA,CSE,6.56,0,3,4,4,55,7,1,0,Not Placed
25967,19,Female,B.Tech,Civil,6.16,0,3,3,7,54,5,1,2,Not Placed
14566,21,Female,B.Tech,IT,7.24,2,4,7,6,63,7,2,0,Placed
23665,19,Male,MCA,IT,5.92,0,5,10,7,62,7,3,1,Not Placed
13702,18,Male,B.Sc,ECE,6.59,1,3,4,5,64,5,1,0,Not Placed
26220,19,Male,B.Tech,ME,6.42,1,2,1,7,54,7,0,2,Not Placed
43872,22,Female,B.Tech,Civil,6.25,0,3,4,7,66,6,1,3,Not Placed
22802,23,Male,MCA,ME,6.95,0,3,4,4,61,5,1,2,Not Placed
19087,18,Female,BCA,ECE,7.51,2,5,8,6,74,8,2,2,Not Placed
37346,18,Male,BCA,ECE,9.33,1,6,10,6,100,6,3,0,Placed
31151,21,Male,B.Sc,ME,7.33,3,4,7,5,57,4,2,0,Placed
6163,24,Male,MCA,ECE,6.38,0,2,2,4,69,2,1,2,Not Placed
44155,18,Male,MCA,CSE,6.77,0,5,10,6,68,7,3,0,Placed
826,21,Female,B.Tech,CSE,5.55,0,4,7,6,50,6,2,3,Not Placed
14540,18,Female,BCA,ME,7.3,0,4,5,5,85,3,2,1,Placed
16901,20,Female,BCA,CSE,8.19,1,5,8,5,90,6,3,0,Placed
9986,19,Female,MCA,ME,6.49,2,4,7,6,52,4,2,1,Not Placed
33745,22,Male,B.Tech,Civil,7.39,2,4,5,5,82,6,2,2,Not Placed
23659,19,Female,MCA,IT,7.81,2,5,9,6,77,4,3,1,Placed
33778,20,Male,BCA,IT,7.44,3,4,7,4,54,5,2,1,Not Placed
9928,23,Female,B.Sc,CSE,8.03,2,5,9,5,81,5,3,0,Placed
13956,19,Male,BCA,CSE,6.02,0,3,3,5,52,4,1,1,Not Placed
29277,22,Female,B.Tech,CSE,6.68,0,4,6,6,59,6,2,0,Placed
903,20,Male,MCA,ME,5.14,0,3,5,5,46,7,1,2,Not Placed
37357,23,Female,B.Tech,CSE,5.81,0,4,8,3,62,6,2,1,Not Placed
2764,19,Female,B.Tech,Civil,6.86,0,3,5,6,81,5,2,0,Placed
38532,22,Female,B.Tech,ECE,7.66,2,4,7,4,67,5,2,0,Not Placed
48128,24,Female,MCA,CSE,7.11,0,4,5,8,79,6,2,1,Placed
32387,20,Male,BCA,IT,6.64,2,4,7,6,43,7,2,0,Not Placed
24227,22,Female,B.Tech,ME,7.59,0,3,4,3,75,4,1,1,Not Placed
3122,21,Male,B.Sc,IT,5.9,0,4,7,6,57,6,2,3,Not Placed
34411,23,Female,B.Tech,IT,6.03,0,4,6,6,74,6,2,3,Not Placed
2535,19,Male,BCA,ME,6.29,0,4,6,7,66,4,2,1,Not Placed
22495,22,Male,MCA,ECE,4.99,0,2,2,4,52,5,1,3,Not Placed
29628,21,Male,B.Sc,ECE,9.02,1,5,7,5,90,2,2,0,Placed
14667,20,Male,B.Tech,ECE,6.9,0,3,5,5,66,5,2,2,Not Placed
9946,24,Female,BCA,IT,7.12,1,4,7,4,54,5,2,2,Not Placed
23784,19,Male,BCA,IT,6.15,2,4,6,4,68,5,2,3,Not Placed
13069,22,Male,MCA,ECE,5.93,0,2,1,8,55,6,0,1,Not Placed
29815,22,Male,B.Sc,CSE,6.63,1,4,7,6,66,5,2,0,Placed
42729,22,Female,B.Tech,ME,9.32,0,4,4,6,100,6,2,0,Not Placed
4241,23,Female,BCA,Civil,6.2,0,3,4,4,63,6,1,1,Not Placed
46869,19,Male,MCA,CSE,6.65,0,4,6,5,58,5,2,2,Not Placed
48975,24,Female,MCA,ECE,8.22,1,5,7,6,72,5,2,0,Placed
11390,24,Male,B.Tech,Civil,6.56,0,3,4,5,67,6,1,1,Not Placed
7824,20,Male,B.Sc,ME,6.56,0,2,2,8,57,6,1,0,Not Placed
47859,24,Male,BCA,ME,6.34,0,3,4,7,56,4,1,2,Not Placed
43127,22,Male,B.Sc,IT,6.55,1,4,6,6,67,7,2,0,Placed
35189,22,Female,B.Tech,Civil,7.42,0,4,5,5,58,5,1,1,Placed
15854,23,Male,B.Tech,Civil,7.53,2,4,7,6,77,6,2,1,Placed
20354,23,Female,MCA,IT,7.47,1,5,8,7,63,6,2,2,Not Placed
23149,20,Male,B.Tech,CSE,7.55,2,5,8,4,77,5,2,1,Not Placed
40721,24,Male,BCA,ME,4.68,0,2,3,5,58,3,1,3,Not Placed
19533,23,Male,B.Sc,Civil,7.98,1,5,8,5,81,6,3,1,Placed
38387,23,Female,BCA,CSE,7.63,0,4,6,7,65,6,2,0,Placed
10667,19,Female,MCA,IT,8.16,2,5,7,4,84,4,2,0,Not Placed
47395,19,Male,BCA,CSE,7.37,1,5,10,5,81,6,3,0,Placed
22627,19,Female,B.Tech,ME,6.76,2,4,7,4,65,8,2,0,Not Placed
13181,18,Male,MCA,ME,6.17,0,3,4,8,48,6,1,2,Not Placed
40074,18,Male,B.Sc,Civil,8.13,0,4,6,4,73,6,2,0,Not Placed
28826,22,Female,B.Tech,ME,8.76,3,5,7,6,87,7,2,0,Placed
46785,22,Female,B.Sc,ME,7.69,0,3,4,6,91,5,2,0,Not Placed
5804,22,Female,MCA,CSE,8.39,2,5,9,1,93,5,3,0,Not Placed
931,22,Female,MCA,CSE,4.99,0,2,3,5,52,7,1,1,Not Placed
234,19,Male,B.Tech,ME,7.55,2,5,9,8,71,4,3,0,Placed
24173,24,Male,B.Tech,ME,7.92,0,4,6,7,84,5,2,2,Not Placed
14884,19,Female,B.Tech,ECE,6.89,0,4,6,6,52,5,2,0,Not Placed
7508,23,Female,B.Sc,Civil,6.75,1,3,5,7,69,6,2,0,Placed
2205,23,Male,MCA,ME,7.87,1,4,5,5,72,7,2,0,Placed
39468,21,Female,B.Sc,Civil,7.46,3,4,7,5,99,6,2,0,Placed
33896,20,Female,MCA,CSE,5.88,1,3,6,5,64,6,2,1,Not Placed
2790,18,Male,B.Tech,ECE,7.98,1,4,5,4,79,6,2,1,Not Placed
31097,19,Male,B.Tech,Civil,7.13,0,3,4,8,67,4,1,1,Not Placed
30570,22,Male,B.Tech,Civil,8.11,1,4,6,7,92,5,2,1,Placed
31322,19,Male,B.Sc,IT,6.71,2,4,7,8,61,7,2,0,Placed
30606,24,Female,B.Tech,Civil,6.95,0,3,3,7,73,6,1,2,Not Placed
36857,21,Female,BCA,ME,5.62,0,3,4,4,59,7,1,2,Not Placed
5583,19,Male,B.Tech,ECE,6.85,0,4,7,7,70,5,2,0,Placed
6382,21,Female,BCA,CSE,9.11,2,5,7,4,98,6,2,0,Not Placed
4016,18,Male,B.Tech,ME,5.53,0,2,2,6,49,5,1,2,Not Placed
42231,19,Male,MCA,CSE,7.5,1,4,7,6,63,8,2,1,Placed
7664,22,Female,B.Sc,CSE,7.07,1,5,8,4,71,6,2,0,Not Placed
48292,20,Female,MCA,ME,8.69,2,5,7,4,64,5,2,0,Not Placed
5597,20,Male,B.Sc,ME,6.46,0,4,6,5,77,7,2,2,Not Placed
6728,18,Male,BCA,ME,7.59,1,4,6,5,81,7,2,1,Placed
39856,21,Female,B.Sc,Civil,6.49,0,4,6,6,69,6,2,2,Not Placed
6697,20,Male,B.Tech,ECE,9.18,2,5,8,6,90,4,3,0,Placed
49419,21,Male,B.Sc,ECE,8.09,1,5,7,6,92,6,2,0,Placed
31708,22,Male,B.Sc,ME,6.63,0,3,4,4,81,3,2,0,Not Placed
4330,18,Male,B.Sc,ME,6.88,1,4,7,4,64,8,2,1,Not Placed
11477,19,Male,B.Tech,CSE,6.27,0,3,4,6,66,7,1,3,Not Placed
38459,20,Female,MCA,ECE,6.99,0,3,3,5,75,7,1,0,Not Placed
25930,22,Female,B.Sc,CSE,6.45,0,3,5,6,54,4,1,3,Not Placed
23098,19,Female,BCA,ME,7.49,1,3,4,3,72,6,1,0,Not Placed
18506,20,Male,B.Tech,Civil,6.77,1,4,6,6,82,6,2,0,Placed
8541,19,Male,B.Sc,CSE,5.46,0,4,7,7,35,6,2,2,Not Placed
33907,20,Female,B.Tech,IT,7.55,2,4,7,6,50,5,2,1,Not Placed
11652,23,Female,BCA,Civil,7.97,0,3,4,5,100,5,2,0,Not Placed
23270,20,Male,B.Tech,Civil,7.43,1,3,3,7,65,5,1,1,Not Placed
48474,23,Male,B.Sc,IT,7.02,0,4,5,5,62,6,2,0,Placed
15181,24,Male,BCA,ME,6.81,1,4,7,5,61,6,2,1,Placed
29421,18,Female,B.Sc,ECE,5.45,0,2,2,4,53,6,1,1,Not Placed
40923,22,Female,BCA,IT,7.91,2,5,8,6,91,6,3,1,Placed
31252,23,Female,BCA,IT,7.92,1,4,7,5,89,4,2,2,Not Placed
26942,19,Male,B.Tech,ECE,7.4,0,4,6,3,77,5,2,0,Not Placed
44897,20,Male,B.Sc,IT,4.88,1,2,4,7,41,6,1,3,Not Placed
25691,19,Male,MCA,ECE,6.26,2,3,5,8,66,7,2,3,Not Placed
11577,22,Female,BCA,IT,7.99,1,5,8,7,76,5,2,0,Placed
24998,22,Male,BCA,Civil,6.99,1,3,4,5,72,6,1,0,Not Placed
40184,20,Female,MCA,Civil,6,0,2,2,5,65,6,1,3,Not Placed
48823,20,Female,MCA,ECE,4.65,0,2,3,7,54,5,1,2,Not Placed
37670,22,Male,BCA,ME,8.27,1,4,6,6,73,4,2,0,Placed
2260,24,Male,B.Sc,ECE,5.79,2,4,8,8,57,7,2,1,Not Placed
48805,20,Male,MCA,IT,7.55,1,5,9,6,52,6,2,0,Not Placed
20431,22,Male,B.Sc,IT,7.61,3,4,7,3,82,5,2,0,Not Placed
24055,18,Female,B.Tech,CSE,7.42,3,5,9,4,74,6,3,1,Not Placed
6521,23,Male,MCA,IT,8.29,1,5,7,5,93,5,2,0,Placed
36762,23,Male,B.Tech,Civil,7.14,2,4,5,8,74,7,2,0,Placed
829,18,Female,MCA,Civil,7.03,0,3,3,3,58,7,1,1,Not Placed
31747,22,Male,B.Sc,ECE,7.6,2,4,6,7,74,3,2,0,Placed
758,23,Female,MCA,CSE,7.72,1,4,7,7,82,4,2,1,Placed
9630,22,Male,B.Tech,ECE,7.26,0,4,5,5,67,6,2,0,Placed
32740,23,Female,BCA,CSE,5.05,1,3,4,6,38,6,1,1,Not Placed
34511,21,Male,BCA,ECE,7.86,2,5,9,3,100,6,3,0,Not Placed
47914,24,Male,B.Sc,ME,7.61,0,3,4,6,62,9,1,0,Not Placed
49358,21,Male,BCA,ECE,7.87,1,5,8,4,85,7,3,0,Not Placed
43706,20,Male,MCA,ECE,7.24,0,4,5,5,70,5,2,2,Not Placed
37384,24,Male,B.Sc,CSE,7.55,2,5,9,4,52,6,2,0,Not Placed
16953,24,Male,B.Sc,ME,7.75,0,4,6,5,79,4,2,2,Not Placed
28293,18,Male,B.Tech,CSE,6.87,0,4,7,6,65,7,2,0,Placed
37746,24,Female,B.Sc,IT,7.44,0,3,4,5,61,5,1,0,Not Placed
21498,22,Male,MCA,IT,6.79,0,4,7,5,70,5,2,2,Not Placed
41816,22,Male,B.Tech,CSE,8.38,1,5,8,5,81,4,3,0,Placed
26380,18,Female,MCA,ME,7.99,0,4,5,4,71,4,2,2,Not Placed
436,21,Male,B.Tech,IT,7.9,1,5,8,5,80,6,3,0,Placed
33384,24,Male,B.Tech,ME,7.03,0,4,5,7,73,8,2,1,Placed
14342,21,Female,B.Tech,CSE,7.09,2,4,7,5,69,4,2,2,Not Placed
14238,22,Female,MCA,ECE,5.28,1,3,5,4,53,4,1,1,Not Placed
14406,20,Female,B.Sc,IT,7.71,0,4,5,4,81,8,2,0,Not Placed
13989,21,Female,BCA,CSE,5.93,1,3,5,4,35,7,1,1,Not Placed
28347,24,Male,B.Tech,IT,8.43,1,5,9,6,78,6,3,0,Placed
12502,19,Male,B.Tech,Civil,8.23,2,4,5,6,84,6,2,0,Placed
7992,20,Male,BCA,IT,7.42,2,4,7,8,64,7,2,1,Placed
18016,18,Female,MCA,ECE,6.92,1,4,6,4,65,5,2,1,Not Placed
13175,22,Female,B.Tech,Civil,5.68,0,2,3,6,68,6,1,3,Not Placed
27728,20,Female,B.Tech,CSE,7.2,1,4,5,3,74,4,2,1,Not Placed
33738,22,Female,BCA,ME,7.05,1,4,5,6,71,4,2,1,Placed
48017,19,Female,MCA,Civil,6.32,1,2,1,6,70,4,1,1,Not Placed
2374,18,Female,BCA,Civil,8.37,0,4,5,7,83,4,2,0,Placed
47955,18,Female,B.Sc,Civil,6.99,1,3,5,2,76,6,2,2,Not Placed
37523,19,Male,MCA,ECE,5.83,1,2,3,7,49,6,1,3,Not Placed
48929,18,Female,B.Sc,ECE,8.48,3,5,9,6,63,7,3,0,Placed
19381,21,Male,B.Sc,ME,7.34,1,3,3,3,88,6,1,2,Not Placed
38657,23,Female,MCA,ME,7.39,1,3,3,5,78,6,1,0,Not Placed
15659,22,Male,B.Sc,ME,7.74,1,3,4,5,83,5,2,0,Not Placed
45471,20,Male,B.Tech,ME,6.75,2,3,5,5,63,5,2,0,Placed
1015,23,Male,B.Sc,Civil,6,0,3,5,7,74,8,2,1,Not Placed
12272,18,Male,MCA,ME,7.72,0,3,2,3,83,4,1,0,Not Placed
2112,24,Female,B.Tech,Civil,5.98,0,3,5,5,57,6,1,3,Not Placed
16427,18,Male,B.Tech,IT,7.05,2,4,7,6,83,6,2,1,Placed
20533,22,Female,MCA,ME,6.61,0,3,4,4,74,6,1,0,Not Placed
25795,21,Male,MCA,CSE,7.48,0,4,6,5,73,5,2,0,Placed
25112,19,Female,B.Sc,Civil,6.66,0,3,4,6,81,7,2,0,Not Placed
13035,23,Male,B.Tech,ME,7.31,0,4,6,5,60,4,2,1,Placed
32278,23,Male,BCA,IT,7.83,1,4,6,5,68,6,2,0,Placed
46921,20,Female,B.Sc,Civil,6.03,0,2,2,7,70,6,1,1,Not Placed
4817,19,Female,BCA,ECE,6.65,1,3,3,7,78,3,1,0,Not Placed
36225,24,Female,B.Sc,ECE,7.61,1,4,7,4,75,5,2,1,Not Placed
19387,22,Female,BCA,ECE,5.73,0,2,3,6,55,7,1,1,Not Placed
32062,20,Male,BCA,ME,6.33,1,4,6,4,82,6,2,1,Not Placed
24555,24,Male,MCA,ECE,7.27,1,5,8,6,67,5,2,2,Not Placed
23019,23,Female,B.Sc,ME,5.29,0,2,2,7,57,6,1,1,Not Placed
26851,22,Male,B.Sc,IT,6.51,0,4,7,7,60,6,2,0,Placed
39066,24,Female,MCA,CSE,6.86,1,4,6,6,68,4,2,0,Placed
40086,22,Male,MCA,ME,7.28,2,4,7,7,82,7,2,0,Placed
16852,19,Female,B.Sc,Civil,6.84,0,4,6,2,78,6,2,0,Not Placed
11639,20,Female,B.Tech,CSE,8.42,2,6,10,6,100,8,3,0,Placed
9919,20,Male,MCA,CSE,8.47,1,4,5,5,89,6,2,0,Placed
17125,18,Female,B.Sc,ECE,7.89,1,4,5,7,83,3,2,0,Placed
45352,24,Female,B.Tech,ME,7.62,1,4,7,6,66,4,2,0,Placed
32043,21,Female,B.Sc,IT,8.24,1,5,8,7,85,4,3,1,Placed
3017,24,Male,MCA,ECE,6.69,0,4,7,4,57,5,2,0,Not Placed
28868,23,Male,B.Sc,Civil,9.8,1,6,10,7,100,5,3,0,Placed
31027,22,Female,B.Tech,IT,6.07,1,3,5,5,57,5,1,3,Not Placed
8197,24,Female,B.Sc,Civil,7.71,0,3,4,6,75,5,1,0,Not Placed
26363,22,Male,B.Tech,IT,6.73,1,4,8,5,62,3,2,1,Placed
30016,18,Female,BCA,ECE,7.23,0,3,4,5,54,6,1,0,Not Placed
30406,21,Female,B.Tech,Civil,6.42,0,3,4,7,56,7,1,1,Not Placed
4431,22,Female,B.Sc,CSE,6.98,0,3,3,2,52,7,1,2,Not Placed
29247,24,Male,MCA,ECE,6.14,1,3,4,8,44,6,1,2,Not Placed
6723,20,Male,B.Tech,Civil,5.24,0,3,4,5,59,5,1,1,Not Placed
4562,21,Male,MCA,ECE,8.14,1,5,9,4,76,4,3,0,Not Placed
30479,21,Male,B.Sc,ECE,6.3,1,3,5,3,54,8,1,3,Not Placed
48806,23,Female,B.Sc,ME,6.31,0,4,6,8,63,7,2,1,Not Placed
2064,23,Female,B.Tech,IT,6.15,1,3,5,4,58,7,1,1,Not Placed
27826,19,Female,BCA,Civil,7.16,1,4,5,5,80,7,2,1,Placed
38291,22,Male,BCA,CSE,6.57,1,4,6,6,53,5,2,1,Not Placed
